Word,Class,isLessRelateOf,isRelateOf,isSynonymOf,isTheSameAs,Name,Info,Birthday,DateOfDeath,Education,Field,Nationality,PublicationDate
cú_pháp,Object,"search,dữ_liệu,truy_hồi,java,donald_knuth,trình_biên_dịch,tuple,mã_hóa,bảo_mật,windows,biên_dịch,debug,class,lớp,kế_thừa,operator,toán_tử","google,lập_trình_viên,công_cụ,microsoft,framework,matlab,protocol,lỗi_cú_pháp,compiler,lập_trình_hướng_đối_tượng",,,cú pháp,,,,,,,
query,Entity,"natural_language_processing,google,công_cụ,lặp,halmiton,backtracking,nlp,ai,AI,microsoft,framework,matlab,truy_hồi,bfs,dfs,dijsktra,lý_thuyết_đồ_thị,tài_liệu,neighbor,var,string,chuỗi,input,bool","search,string",,,query,,,,,,,
bộ_nhớ,Object,"natural_language_processing,graph,embed,dữ_liệu,nlp,ai,AI,trình_biên_dịch,var,variance,dataset,string,ascii,bảng_băm,nhị_phân,tree","tài_liệu,kernel,overflow,giải_phóng,cấp_phát,biến_số,bit,mâu_thuẫn,dung_lượng,trạng_thái",,,bộ nhớ,"Bộ nhớ máy tính (tiếng Anh: Computer data storage), thường được gọi là ổ nhớ (storage) hoặc bộ nhớ (memory), là một thiết bị công nghệ bao gồm các phần tử máy tính và lưu trữ dữ liệu, được dùng để duy trì dữ liệu số. Nó là một linh kiện cơ bản có chức năng cốt lõi của các máy tính.",,,,,,
hằng_số,Object,"natural_language_processing,nlp,ai,AI,var,variance,cấp_phát,oop",thuật_ngữ,,,hằng số,"Trong vật lý và toán học, hằng số là đại lượng có giá trị không đổi. Hằng số thường được ký hiệu là const, viết tắt chữ tiếng Anh constant.",,,,,,
var,Entity,"natural_language_processing,nlp,ai,AI,tài_liệu,bộ_nhớ,hằng_số,chuỗi,đầu_vào,bit,dung_lượng,oop,query,tham_số","thuật_ngữ,cấp_phát,giải_phóng,bool,string,biên_toàn_cục","variance,biến_số",,var,,,,,,,
optimize,Other,"natural_language_processing,nlp,ai,AI",,tối_ưu_hóa,,optimize,,,,,,,
rời_rạc_hóa,,"natural_language_processing,nlp,ai,AI",,,,rời rạc hóa,,,,,,,
oop,Entity,"natural_language_processing,nlp,ai,AI,var,hằng_số","thuật_ngữ,class,operator,toán_tử","lập_trình_hướng_đối_tượng,Object_oriented_programming",,oop,,,,,,,
dataset,Entity,"natural_language_processing,đồ_thị_vô_hướng,classification,đồ_thị,nlp,ai,AI,linear,train,bộ_nhớ,tree,string,dslk,dslk_đơn,protocol,mã_băm,cấu_trúc,ngăn_xếp,bảng_băm,matrix,tuple,leaf,overflow,dung_lượng","dữ_liệu,tài_liệu,ctdl",,,dataset,"DataSet là một đối tượng có thể chứa nhiều DataTable cùng với mối liên hệ giữa chúng (relationship) và kể các ràng buộc (constraint) được lưu hoàn toàn trong bộ nhớ để làm việc offline. Qua bài viết này, bạn có thể hiểu cấu trúc của DataSet, DataTable cũng như nạp dữ liệu, tạo relation, constraint và thao tác dữ liệu trên các đối tượng dữ liệu này.",,,,,,
artificial_intelligence,Entity,,,"natural_language_processing,nlp,ai,AI,trí_tuệ_nhân_tạo",,artificial intelligence,,,,,,,
trí_tuệ_nhân_tạo,Entity,,,"natural_language_processing,nlp,ai,artificial_intelligence,AI",,trí tuệ nhân tạo,,,,,,,
bảo_mật,Other,"google,công_cụ,dữ_liệu,function,microsoft,framework,matlab,ascii,bảng_băm,nhị_phân,overflow,ctdl,ngẫu_nhiên,online,admin,cú_pháp,trình_duyệt","mã_băm,protocol,mã_hóa,admin,giao_thức",,,bảo mật,"Bảo mật là sự hạn chế khả năng lạm dụng tài nguyên và tài sản. Bảo mật trở nên đặc biệt phức tạp trong quản lý, vận hành những hệ thống thông tin có sử dụng các công cụ tin học, nơi có thể xảy ra và lan tràn nhanh chóng việc lạm dụng tài nguyên (các thông tin di chuyển vô hình trên mạng hoặc lưu trữ hữu hình trong các vật liệu) và lạm dụng tài sản (các máy tính, thiết bị mạng, thiết bị ngoại vi, các phần mềm của cơ quan hoặc người sở hữu hệ thống). Hạn chế ở đây có ý rằng không thể triệt phá hết ngay việc lạm dụng, cho nên cần sẵn sàng đề phòng mọi khả năng xấu với các phương cách thích hợp và chuẩn bị xử lý các sự cố nếu có việc lạm dụng xảy ra.",,,,,,
tuple,Other,"google,heuristic,công_cụ,đồ_thị_vô_hướng,classification,đồ_thị,microsoft,framework,matlab,java,linear,train,tài_liệu,donald_knuth,dataset,bảng_băm,tree,overflow,dung_lượng,xóa_đỉnh,leaf,dslk,dslk_đơn,cấu_trúc,ngăn_xếp,matrix,mã_băm,cú_pháp,operator,protocol,toán_tử","lập_trình_viên,dữ_liệu,kĩ_thuật,ctdl",,,tuple,"Tuple là một container cũng được sử dụng rất nhiều trong các chương trình Python không thua kém gì List. Một Tuple gồm các yếu tố sau: Được giới hạn bởi cặp ngoặc (), tất cả những gì nằm trong đó là những phần tử của Tuple; Các phần tử của Tuple được phân cách nhau ra bởi dấu phẩy ; Tuple có khả năng chứa mọi giá trị, đối tượng trong Python.",,,,,,
lỗi_cú_pháp,Object,"google,lập_trình_viên,công_cụ,embed,microsoft,framework,matlab,kernel,protocol,lập_trình_hướng_đối_tượng","trình_biên_dịch,cú_pháp,compiler,biên_dịch,debug",,,lỗi cú pháp,"Ứng với mỗi ngôn ngữ lập trình, sẽ có bộ cú pháp riêng. Nhưng dù có sử dụng ngôn ngữ nào thì lập trình viên vẫn luôn luôn phải đối mặt với lỗi sai phổ biến nhất là lỗi cú pháp.",,,,,,
lập_trình_hướng_đối_tượng,Entity,"google,lập_trình_viên,công_cụ,microsoft,framework,matlab,protocol,lỗi_cú_pháp,compiler,hiệu_năng","cú_pháp,class,lớp,kế_thừa,operator,toán_tử","oop,Object_oriented_programming",,lập trình hướng đối tượng,"Lập trình hướng đối tượng (tiếng Anh: Object-oriented programming, viết tắt: OOP) là một mẫu hình lập trình dựa trên khái niệm ""công nghệ đối tượng"", mà trong đó, đối tượng chứa đựng các dữ liệu, trên các trường, thường được gọi là các thuộc tính; và mã nguồn, được tổ chức thành các phương thức. Phương thức giúp cho đối tượng có thể truy xuất và hiệu chỉnh các trường dữ liệu của đối tượng khác, mà đối tượng hiện tại có tương tác (đối tượng được hỗ trợ các phương thức ""this"" hoặc ""self""). Trong lập trình hướng đối tượng, chương trình máy tính được thiết kế bằng cách tách nó ra khỏi phạm vi các đối tượng tương tác với nhau.[1][2] Ngôn ngữ lập trình hướng đối tượng khá đa dạng, phần lớn là các ngôn ngữ lập trình theo lớp, nghĩa là các đối tượng trong các ngôn ngữ này được xem như thực thể của một lớp, được dùng để định nghĩa một kiểu dữ liệu.",,,,,,
protocol,Object,"google,lập_trình_viên,công_cụ,classification,microsoft,framework,matlab,linear,train,tài_liệu,dataset,ascii,bảng_băm,nhị_phân,overflow,dung_lượng,ctdl,ngẫu_nhiên,mã_băm,tuple,lỗi_cú_pháp,compiler,lập_trình_hướng_đối_tượng,admin","dữ_liệu,bảo_mật,mã_hóa,cú_pháp",giao_thức,,protocol,"Việc trao đổi thông tin dù là đơn giản nhất cũng phải tuân theo những nguyên tắc nhất định. Đơn giản như hai người nói chuyện với nhau, muốn cho cuộc nói chuyện có kết quả thì ít nhất cả hai người phải ngầm tuân thủ quy ước : Khi một người nói thì người kia phải biết lắng nghe và ngược lại. Việc truyền thông trên mạng cũng vậy. Cần có các quy tắc, quy ước truyền thông về nhiều mặt : khuôn dạng cú pháp của dữ liệu, các thủ tục gửi, nhận dữ liệu, kiểm soát hiệu quả nhất chất lượng truyền thông tin. Tập hợp những quy tắc, quy ước truyền thông đó được gọi là giao thức của mạng (protocol).",,,,,,
compiler,Entity,"google,lập_trình_viên,công_cụ,embed,microsoft,framework,matlab,protocol,lập_trình_hướng_đối_tượng","cú_pháp,lỗi_cú_pháp,debug","trình_biên_dịch,biên_dịch",,compiler,"Trình biên dịch, còn gọi là phần mềm biên dịch, compiler, là một chương trình máy tính làm công việc dịch một chuỗi các câu lệnh được viết bằng một ngôn ngữ lập trình (gọi là ngôn ngữ nguồn hay mã nguồn), thành một chương trình tương đương nhưng ở dưới dạng một ngôn ngữ máy tính mới (gọi là ngôn ngữ đích) và thường là ngôn ngữ ở cấp thấp hơn, như ngôn ngữ máy. Chương trình mới được dịch này gọi mã đối tượng.",,,,,,
đầu_vào,Object,"heuristic,swap,linear,var,kernel,mã_băm,bool,chuỗi,phân_hoạch,tham_số,ánh_xạ,truy_nhập",function,input,,đầu vào,"Các hằng chuỗi ký tự được đặt trong cặp dấu nháy kép """".",,,,,,
phân_hoạch,Other,"heuristic,swap,linear,mã_băm,đầu_vào,tham_số,ánh_xạ,truy_nhập",function,,,phân hoạch,"Trong số học, sự phân tích một số nguyên dương n là cách viết số đó dưới dạng tổng của các số nguyên dương. Hai cách phân tích có các số hạng giống nhau được coi là một cách phân tích. Số lượng cách phân tích số n được tính bởi hàm phân tích, ký hiệu là p(n).",,,,,,
mã_băm,Entity,"heuristic,swap,đồ_thị_vô_hướng,dữ_liệu,đồ_thị,linear,dataset,string,ascii,nhị_phân,tree,ngẫu_nhiên,leaf,dslk,dslk_đơn,cấu_trúc,ngăn_xếp,matrix,đầu_vào,protocol,admin,giao_thức,phân_hoạch,tham_số,ánh_xạ,truy_nhập,tuple","function,ctdl,bảo_mật,mã_hóa","bảng_băm,hàm_băm",,mã băm," hay hàm băm là một hàm mã hóa trong máy tính. Hàm này được dùng dùng để mã hóa các dữ liệu với dung lượng bất kỳ về một loại dữ liệu với dung lượng nhất định. Hàm hash thường được dùng phổ biến với kiểu dữ liệu cơ bản như kiểu chuỗi, kiểu số, mảng, Object... nhưng nó có thể dùng với bất cứ loại dữ liệu nào thậm chỉ cả kiểu dữ liệu binary.",,,,,,
tham_số,Object,"heuristic,swap,linear,var,string,mã_băm,bool,đầu_vào,phân_hoạch,ánh_xạ,truy_nhập","function,biên_toàn_cục",,,tham số,,,,,,,
ánh_xạ,Other,"heuristic,swap,linear,mã_băm,đầu_vào,tham_số,phân_hoạch,truy_nhập",function,,,ánh xạ,"Trong toán học, ánh xạ là khái quát của khái niệm hàm số. hàm số lại xuất phát từ khái niệm tương quan giữa các đại lượng vật lý. Chẳng hạn trong một chuyển động đều, độ dài quãng đường đi được bằng tích của tốc độ với thời gian. Nếu tốc độ là 5cm/s thì quãng đường đi được trong t giây là s= 5t",,,,,,
truy_nhập,Other,"heuristic,swap,linear,mã_băm,đầu_vào,tham_số,phân_hoạch,ánh_xạ",function,,,truy nhập,,,,,,,
xóa_đỉnh,Other,"heuristic,euler,classification,lý_thuyết_đồ_thị,tree,ctdl,cây,toán_học,insert,dslk,dslk_đơn,euclidean,không_gian_vector,tuple","đồ_thị_vô_hướng,đồ_thị,kĩ_thuật,node",,,xóa đỉnh,,,,,,,
ctdl,Object,"lập_trình_viên,euler,graph,classification,function,lý_thuyết_đồ_thị,linear,train,kĩ_thuật,tài_liệu,overflow,bit,dung_lượng,trạng_thái,cây,toán_học,node,tiền_tố,hậu_tố,protocol,xóa_đỉnh,euclidean,không_gian_vector,mã_hóa,phần_tử,kích_thước,bảo_mật","đồ_thị_vô_hướng,dữ_liệu,đồ_thị,dataset,bảng_băm,tree,dslk,dslk_đơn,cấu_trúc,ngăn_xếp,matrix,mã_băm,tuple,leaf",cấu_trúc_dữ_liệu,,ctdl,,,,,,,
cây,Object,"halmiton,backtracking,euler,lý_thuyết_đồ_thị,trạng_thái,ctdl,toán_học,insert,vertex,liên_thông,node,xóa_đỉnh,euclidean,không_gian_vector","graph,đồ_thị_vô_hướng,đồ_thị,nút_gốc,root",tree,,cây,"Cây (tiếng Anh: Tree) là khái niệm quan trọng trong lý thuyết đồ thị, cấu trúc dữ liệu và giải thuật. Cây là một đồ thị mà trong đó hai đỉnh bất kì đều được nối với nhau bằng đúng một đường đi. Nói cách khác, đồ thị liên thông bất kỳ không có chu trình là một cây.",,,,,,
tree,Other,"halmiton,backtracking,euler,dữ_liệu,bfs,dfs,lý_thuyết_đồ_thị,bộ_nhớ,dataset,bảng_băm,toán_học,insert,vertex,liên_thông,xóa_đỉnh,euclidean,không_gian_vector,dslk,dslk_đơn,cấu_trúc,ngăn_xếp,matrix,mã_băm,tuple","graph,đồ_thị_vô_hướng,đồ_thị,ctdl,node,leaf,trạng_thái,tiền_tố,hậu_tố",cây,,tree,,,,,,,
insert,Other,"halmiton,backtracking,đồ_thị_vô_hướng,đồ_thị,lý_thuyết_đồ_thị,tree,trạng_thái,cây,dslk,dslk_đơn,xóa_đỉnh,vertex,liên_thông","graph,node",,,insert,,,,,,,
vertex,Object,"halmiton,backtracking,lý_thuyết_đồ_thị,tree,trạng_thái,cây,insert,liên_thông",graph,,,vertex,đỉnh trong đồ thị,,,,,,
liên_thông,Entity,"halmiton,backtracking,lý_thuyết_đồ_thị,tree,trạng_thái,cây,insert,vertex",graph,,,liên thông,"Trong lý thuyết đồ thị, một thành phần liên thông của một đồ thị vô hướng là một đồ thị con trong đó giữa bất kì hai đỉnh nào đều có đường đi đến nhau, và không thể nhận thêm bất kì một đỉnh nào mà vẫn duy trì tính chất trên.",,,,,,
trạng_thái,Object,"halmiton,backtracking,đồ_thị_vô_hướng,đồ_thị,lý_thuyết_đồ_thị,tài_liệu,kernel,overflow,giải_phóng,cấp_phát,biến_số,bit,mâu_thuẫn,dung_lượng,cây,ctdl,node,insert,vertex,leaf,liên_thông,tiền_tố,hậu_tố","graph,bộ_nhớ,tree",,,trạng thái,,,,,,,
hoán_vị,Other,,,swap,,hoán vị,,,,,,,
toán_học,Object,"euler,lý_thuyết_đồ_thị,tree,ctdl,cây,fibonacci,ngẫu_nhiên,trung_vị,bayes,node,xóa_đỉnh,euclidean,không_gian_vector","đồ_thị_vô_hướng,đồ_thị,dãy_fibonacci,xác_suất,đường_thẳng",,,toán học,,,,,,,
node,Object,"euler,graph,lý_thuyết_đồ_thị,kĩ_thuật,trạng_thái,ctdl,cây,toán_học,leaf,tiền_tố,hậu_tố,euclidean,không_gian_vector","đồ_thị_vô_hướng,đồ_thị,tree,insert,dslk,dslk_đơn,xóa_đỉnh",,,node,,,,,,,
euclidean,Entity,"lý_thuyết_đồ_thị,tree,ctdl,cây,toán_học,node,xóa_đỉnh","euler,đồ_thị_vô_hướng,đồ_thị,không_gian_vector",,,euclidean,"Khoảng cách Euclidean (Euclidean Distance): Khoảng cách giữa 2 điểm là chiều dài của đường thẳng nối chúng. Trong mặt phẳng, khoảng cách giữa 2 điểm (x1, y1)  và (x2, y2) được cho bởi định lý Pythagorean như sau:",,,,,,
không_gian_vector,Entity,"lý_thuyết_đồ_thị,tree,ctdl,cây,toán_học,node,xóa_đỉnh","euler,đồ_thị_vô_hướng,đồ_thị,euclidean",,,không gian vector,"Trong toán học, không gian vectơ là một tập hợp mà trên đó hai phép toán, phép cộng vectơ và phép nhân vectơ với một số, được định nghĩa và thỏa mãn các tiên đề được liệt kê dưới đây.",,,,,,
nút_gốc,Other,"graph,đồ_thị_vô_hướng,đồ_thị",cây,,root,nút gốc,,,,,,,
root,Other,"graph,đồ_thị_vô_hướng,đồ_thị",cây,,nút_gốc,nút gốc,,,,,,,
leaf,Object,"graph,đồ_thị_vô_hướng,dữ_liệu,đồ_thị,dataset,bảng_băm,trạng_thái,node,dslk,dslk_đơn,mã_băm,cấu_trúc,ngăn_xếp,matrix,tuple,tiền_tố,hậu_tố","tree,ctdl",,,leaf,,,,,,,
tiền_tố,Object,"graph,đồ_thị_vô_hướng,đồ_thị,trạng_thái,ctdl,node,leaf","tree,ngăn_xếp,hậu_tố",prefix,,tiền tố,"Trong toán học thì các biểu thức thường được biểu diễn dưới dạng trung tố (các toán tử nằm giữa các toán hạng) cho dễ hiểu, đó là đối với con người. Còn đối với máy tính thì nó khó hiểu đối với chúng. Vì vậy, để hiểu được máy tính phải đưa biểu thức dạng trung tố về dạng tiền tố hoặc hậu tố. Trong bài viết này tôi trình bày cách đưa biểu thức dạng trung tố về dạng tiền tố và tính toán biểu thức tiền tố.",,,,,,
hậu_tố,Object,"graph,đồ_thị_vô_hướng,đồ_thị,trạng_thái,ctdl,node,leaf","tree,tiền_tố,ngăn_xếp",postfix,,hậu tố,"Việc tính giá trị của một biểu thức toán học ở dạng trung tố trong máy tính thông thường sẽ được chuyển sang dạng ký pháp nghịch đảo Ba Lan (hậu tố) để việc tính toán được dễ dàng. Bạn có thể xem lại thuật toán chuyển đổi từ trung tố sang hậu tố trong bài viết “Chuyển biểu thức trung tố sang tiền tố và hậu tố bằng Stack” của tôi, và tải project mẫu tại đây. Trong bài viết này, tôi sẽ trình bày phương pháp tính giá trị của một biểu thức tiền tố và hậu tố bằng Stack. Bạn có thể sẽ cần áp dụng kiến thức dưới đây nếu muốn tạo ra một cây biểu thức (expression tree) từ các dạng biểu thức này.",,,,,,
dãy_fibonacci,Other,"đồ_thị_vô_hướng,đồ_thị,xác_suất,đường_thẳng","toán_học,fibonacci",,,dãy fibonacci,,,,,,,
xác_suất,Other,"đồ_thị_vô_hướng,đồ_thị,dãy_fibonacci,đường_thẳng,mã_hóa","toán_học,ngẫu_nhiên,trung_vị,bayes",,,xác suất,,,,,,,
đường_thẳng,Other,"đồ_thị_vô_hướng,đồ_thị,dãy_fibonacci,xác_suất",toán_học,,,đường thẳng,,,,,,,
dslk,Entity,"đồ_thị_vô_hướng,dữ_liệu,đồ_thị,dataset,bảng_băm,tree,insert,xóa_đỉnh,leaf,khai_báo,cấu_trúc,ngăn_xếp,matrix,mã_băm,tuple","ctdl,node,dslk_đơn",,,dslk, Một Danh sách liên kết (Linked List) là một dãy các cấu trúc dữ liệu được kết nối với nhau thông qua các liên kết (link). Hiểu một cách đơn giản thì Danh sách liên kết là một cấu trúc dữ liệu bao gồm một nhóm các nút (node) tạo thành một chuỗi. Mỗi nút gồm dữ liệu ở nút đó và tham chiếu đến nút kế tiếp trong chuỗi.,,,,,,
dslk_đơn,Entity,"đồ_thị_vô_hướng,dữ_liệu,đồ_thị,dataset,bảng_băm,tree,insert,xóa_đỉnh,leaf,khai_báo,cấu_trúc,ngăn_xếp,matrix,mã_băm,tuple","ctdl,node,dslk",,,dslk đơn, Một Danh sách liên kết (Linked List) là một dãy các cấu trúc dữ liệu được kết nối với nhau thông qua các liên kết (link). Hiểu một cách đơn giản thì Danh sách liên kết ,,,,,,
cấu_trúc,Other,"đồ_thị_vô_hướng,dữ_liệu,đồ_thị,dataset,bảng_băm,tree,leaf,dslk,dslk_đơn,mã_băm,ngăn_xếp,matrix,tuple",ctdl,,,cấu trúc,,,,,,,
ngăn_xếp,Entity,"đồ_thị_vô_hướng,dữ_liệu,đồ_thị,dataset,bảng_băm,tree,overflow,leaf,dslk,dslk_đơn,cấu_trúc,mã_băm,matrix,tuple","ctdl,tiền_tố,hậu_tố",,,ngăn xếp,"Trong khoa học máy tính, một ngăn xếp (còn gọi là bộ xếp chồng, tiếng Anh: stack) là một cấu trúc dữ liệu trừu tượng hoạt động theo nguyên lý ""vào sau ra trước"" (Last In First Out (LIFO).",,,,,,
bảng_băm,Entity,"đồ_thị_vô_hướng,dữ_liệu,đồ_thị,bộ_nhớ,dataset,ascii,tree,cấp_phát,ngẫu_nhiên,bảo_mật,dslk,dslk_đơn,protocol,cấu_trúc,ngăn_xếp,matrix,tuple,leaf,nhị_phân,dung_lượng","ctdl,mã_hóa,bit","mã_băm,hàm_băm",,bảng băm,,,,,,,
matrix,Object,"đồ_thị_vô_hướng,dữ_liệu,đồ_thị,dataset,bảng_băm,tree,leaf,dslk,dslk_đơn,cấu_trúc,ngăn_xếp,input,mã_băm,tuple","ctdl,phần_tử,kích_thước",,,matrix,,,,,,,
trình_biên_dịch,Entity,"embed,bộ_nhớ,cú_pháp,debug","kernel,lỗi_cú_pháp","compiler,biên_dịch",,trình biên dịch,,,,,,,
kernel,Entity,"thiết_kế,tài_liệu,cấp_phát,đầu_vào,windows,overflow,giải_phóng,biến_số,bit,mâu_thuẫn,dung_lượng,trạng_thái,lỗi_cú_pháp,debug","embed,bộ_nhớ,trình_biên_dịch",,,kernel,"Nhân hệ điều hành (tiếng Anh: Kernel) là thành phần trung tâm của hầu hết các hệ điều hành máy tính. Nó có nhiệm vụ quản lý các tài nguyên hệ thống (liên lạc giữa các thành phần phần cứng và phần mềm).[1] Thông thường, với vai trò một thành phần cơ bản của một hệ điều hành, nhân có thể cung cấp các tầng trừu tượngmức thấp nhất cho các tài nguyên máy tính (đặc biệt là bộ nhớ, CPU, và các thiết bị vào ra mà phần mềm ứng dụng cần điều khiển để thực hiện các chức năng của mình. Nhân hệ điều hành thường cung cấp các tiện ích xử lý này cho các tiến trình của các phần mềm ứng dụng qua các cơ chế liên lạc giữa các tiến trình (inter-process communication) và các hàm hệ thống (system call).",,,,,,
debug,Other,"thiết_kế,trình_biên_dịch,kernel,cú_pháp,biên_dịch","embed,lỗi_cú_pháp,compiler",,,debug,,,,,,,
nhúng,Other,,,embed,,nhúng,,,,,,,
overflow,Other,"classification,java,linear,train,tài_liệu,dataset,string,kernel,ctdl,cấp_phát,bảo_mật,protocol,ngăn_xếp,giải_phóng,biến_số,bit,mâu_thuẫn,dung_lượng,trạng_thái,tuple","dữ_liệu,bộ_nhớ",,,overflow,Thuộc tính overflow xác định điều gì sẽ xảy ra nếu một thành phần box tràn nội dung.,,,,,,
dung_lượng,Entity,"classification,linear,train,tài_liệu,var,dataset,ascii,bảng_băm,nhị_phân,kernel,overflow,giải_phóng,biến_số,mâu_thuẫn,ctdl,protocol,tuple,trạng_thái","dữ_liệu,bộ_nhớ,cấp_phát,bit",,,dung lượng,Dung lượng là một thuật ngữ đo lường để chỉ dung lượng lưu trữ máy tính. ,,,,,,
cấp_phát,Other,"dữ_liệu,tài_liệu,thuật_ngữ,string,ascii,bảng_băm,nhị_phân,kernel,overflow,giải_phóng,hằng_số,bool,biên_toàn_cục,mâu_thuẫn,trạng_thái","bộ_nhớ,var,biến_số,bit,dung_lượng",,,cấp phát,,,,,,,
mã_hóa,Other,"dữ_liệu,function,rời_rạc,bit,ctdl,bayes,xác_suất,cú_pháp,admin,giao_thức","ascii,bảng_băm,nhị_phân,ngẫu_nhiên,mã_băm,protocol,bảo_mật",,,mã hóa,,,,,,,
bit,Entity,"dữ_liệu,tài_liệu,var,kernel,overflow,giải_phóng,biến_số,ctdl,mã_hóa,mâu_thuẫn,trạng_thái","bộ_nhớ,ascii,bảng_băm,nhị_phân,cấp_phát,dung_lượng",bít,,bit,,,,,,,
biên_toàn_cục,Object,"function,thuật_ngữ,string,giải_phóng,cấp_phát,bool","var,tham_số",,,biên toàn cục,"Vị trí biến đặt bên ngoài tất cả các hàm, cấu trúc…Các biến có ảnh hưởng tới toàn bộ chương trình",,,,,,
online,Entity,"offline,bảo_mật",giao_thức,,,online,"Online chỉ có 1 nghĩa duy nhất đó là trực tuyến, tức là bạn đang kết nối với mạng Internet. Trái nghĩa với Offline. Để hiểu rõ hơn thì bạn hãy đọc kỹ lại phần ví dụ của Offline, bạn sẽ thấy Online và Offline có mối quan hệ mật thiết với nhau.",,,,,,
song_song,Entity,,,parallel,,song song,,,,,,,
complexity,Object,,,độ_phức_tạp,,complexity,,,,,,,
theorem_graphic,Object,,,lý_thuyết_đồ_thị,,theorem graphic,,,,,,,
binary_search,Entity,,,tìm_kiếm_nhị_phân,,binary search,,,,,,,
recursion,Entity,,,"đệ_qui,đệ_quy",,recursion,,,,,,,
huấn_luyện,Entity,,,train,,huấn luyện,,,,,,,
bool,Object,"tài_liệu,thuật_ngữ,string,giải_phóng,cấp_phát,query,chuỗi,đầu_vào,tham_số,biên_toàn_cục","var,variance,string",boolean,,bool,,,,,,,
giải_phóng,Other,"tài_liệu,thuật_ngữ,string,kernel,overflow,cấp_phát,bool,biên_toàn_cục,biến_số,bit,mâu_thuẫn,dung_lượng,trạng_thái","bộ_nhớ,var,variance",,,giải phóng,,,,,,,
biến_số,Object,"tài_liệu,kernel,overflow,giải_phóng,bit,dung_lượng,mâu_thuẫn,trạng_thái","bộ_nhớ,cấp_phát","var,variance",,biến số,,,,,,,
mâu_thuẫn,Entity,"tài_liệu,kernel,overflow,giải_phóng,cấp_phát,biến_số,bit,dung_lượng,trạng_thái",bộ_nhớ,,,mâu thuẫn,,,,,,,
class,Object,"thuật_ngữ,cú_pháp,kế_thừa,operator,toán_tử","oop,lập_trình_hướng_đối_tượng",lớp,,class,,,,,,,
operator,Object,"thuật_ngữ,tuple,cú_pháp,class,lớp,kế_thừa","oop,lập_trình_hướng_đối_tượng",toán_tử,toán_tử,operator,"Trong toán học, một toán tử (tiếng Anh operator, phân biệt với operation - phép toán) là một hàm, thông thường có một vai trò quan trọng trong một lĩnh vực nào đấy. Chẳng hạn trong đại số tuyến tính có ""toán tử tuyến tính"" (linear operator). Trong giải tích có ""toán tử vi phân"" (differential operator)... Thông thường, một ""toán tử"" là một hàm tác động lên các hàm khác; hoặc nó có thể là tổng quát hóa của một hàm, như trong đại số tuyến tính.",,,,,,
toán_tử,Object,"thuật_ngữ,tuple,cú_pháp,class,lớp,kế_thừa","oop,lập_trình_hướng_đối_tượng",operator,operator,operator,"Trong toán học, một toán tử (tiếng Anh operator, phân biệt với operation - phép toán) là một hàm, thông thường có một vai trò quan trọng trong một lĩnh vực nào đấy. Chẳng hạn trong đại số tuyến tính có ""toán tử tuyến tính"" (linear operator). Trong giải tích có ""toán tử vi phân"" (differential operator)... Thông thường, một ""toán tử"" là một hàm tác động lên các hàm khác; hoặc nó có thể là tổng quát hóa của một hàm, như trong đại số tuyến tính.",,,,,,
variance,Entity,"bộ_nhớ,hằng_số,string","bool,giải_phóng","var,biến_số",,variance,,,,,,,
ascii,Entity,"bộ_nhớ,cấp_phát,ngẫu_nhiên,bảo_mật,protocol,mã_băm,bảng_băm,dung_lượng","mã_hóa,bit,nhị_phân",,,ascii,"ASCII (American Standard Code for Information Interchange - Chuẩn mã trao đổi thông tin Hoa Kỳ), thường được phát âm là át-xơ-ki, là bộ ký tự và bộ mã ký tự dựa trên bảng chữ cái La Tinh được dùng trong tiếng Anh hiện đại và các ngôn ngữ Tây Âu khác. Nó thường được dùng để hiển thị văn bản trong máy tính và các thiết bị thông tin khác. Nó cũng được dùng bởi các thiết bị điều khiển làm việc với văn bản.",,,,,,
nhị_phân,Entity,"bộ_nhớ,bảng_băm,cấp_phát,ngẫu_nhiên,bảo_mật,protocol,mã_băm,dung_lượng","ascii,mã_hóa,bit",,,nhị phân,"Hệ nhị phân (hay hệ đếm cơ số hai) là một hệ đếm dùng hai ký tự để biểu đạt một giá trị số, bằng tổng số các lũy thừa của 2. Hai ký tự đó thường là 0 và 1; chúng thường được dùng để biểu đạt hai giá trị hiệu điện thế tương ứng (có hiệu điện thế, hoặc hiệu điện thế cao là 1 và không có, hoặc thấp là 0). Do có ưu điểm tính toán đơn giản, dễ dàng thực hiện về mặt vật lý, chẳng hạn như trên các mạch điện tử, hệ nhị phân trở thành một phần kiến tạo căn bản trong các máy tính đương thời.",,,,,,
biên_dịch,Entity,"cú_pháp,debug",lỗi_cú_pháp,"compiler,trình_biên_dịch",,biên dịch,,,,,,,
ngẫu_nhiên,Other,"ascii,bảng_băm,nhị_phân,toán_học,bảo_mật,trung_vị,protocol,mã_băm","xác_suất,bayes,mã_hóa","random,randomized",,ngẫu nhiên,"Ngẫu nhiên nghĩa là thiếu một khuôn mẫu hay khả năng dự báo trong các sự kiện.[1] Sự ngẫu nhiên cho thấy một sự vô thứ tự hoặc không gắn kết trong một chuỗi các ký hiệu hoặc bước, nấc; sao cho không có một khuôn mẫu hoặc sự kết hợp nào minh bạch dễ hiểu.",,,,,,
hàm_băm,Entity,,,"mã_băm,bảng_băm",,hàm băm,,,,,,,
bít,Entity,,,bit,,bít,,,,,,,
